Feature.ID,kingdom,phylum,class,order,family,genus,species
72f69ba3ae444546888713bf47ca1d39,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Commensalibacter, s__intestini
1ce6c2e4c005f8bb26f8df8c5c21f6fd,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter, s__
59627432a103790abe713ac841f23b5f,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,NA,NA
e30c03d58a41e2019cd9dd2b53bec4e5,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Leuconostocaceae, g__Weissella,NA
129ffe3b82a305cac49b62aa9620aa94,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__, g__, s__
6aa516c2aebf093caa691f61055bb0dd,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
0f133a6470477820885c5ee97f73ccc8,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__
e4a8613e885e78dcf4040884b921622f,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
d9a037f76c6233c1180c218d620a5ee2,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconobacter, s__
210ec1cb29c3c9efb8c4c356c30ddaa8,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,NA,NA
76ee75957c183c9b752d7373867b67f2,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
da8e74f7a89231fbd605e6aaa1facf10,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconobacter, s__
6742b56b854c8e328242b15e8a9e9ccf,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
4d09d9cad063bbc0f96d8fd41b37402c,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
1e2f91fe40943a566380e5ee92ca85ce,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter,NA
4815ac6233e24f59ad94aa74ffece6e7,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__
664f3e2ca6107bd781613bb0c89db732,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__, g__, s__
4f36b69552247260d3440afd6a76ebb4,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconobacter, s__
a5feeb937abf662909b185d6b7d531c4,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
0ff62e53f2d40017bcd79a8d74054cd5,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Dysgonomonas, s__
fb35b2f4cff3c46f3925dc5cc573f55f,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter, s__
345a624cdcc8c4e3d4a25f0439e13c71,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Enterococcaceae,NA,NA
10d01806ec8b1b72962245a953febd96,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__, g__, s__
73109b9f7dc27d8cadf36b3421f57f1a,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconacetobacter,NA
67de1aeeac20d41e3bc449f8001dcd54,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Enterococcaceae, g__Enterococcus,NA
b53d92ad69e198056b8cda3236522a8e,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylobacteriaceae, g__Methylobacterium, s__adhaesivum
04d21c3f1d37c084d91848f0de2c1144,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter, s__
13ea515593e3cc4e602121096f34af45,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__[Paraprevotellaceae], g__, s__
699857b728220ec6c2dc3465d9a17a54,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__, g__, s__
d16b72a476259e08fd8da446720541a4,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae,NA,NA
2dcb221f1297e891b6d5c5433e5fab1c,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus,NA
9c62ec52b90903f8bda1febd7f17570e,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__, g__, s__
caf6ad5f804d3a6f9b0c9c7d45eff81f,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae,NA,NA
79a73976620fd047fd6b15f3e9fa2c71,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__
e2075cbc64008508a51726d94045aa44,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Roseburia, s__
2fd122147b227bc09f7b79df0e441248,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter, s__
ec082cba888bbef765a17509779991fe,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
caf8112da4a166da0f0f4ae14cf89fd4,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,NA,NA
65a97a462c6d5bd94850a8dc10fbdbe3,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconacetobacter, s__intermedius
a8670b510b1b1f1bdb09d79515657d66,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Roseburia, s__
3311f4192d8bd9b72e7ff9efd36c665f,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Leuconostocaceae, g__Leuconostoc, s__
690ae1bf3cccc2fa2be313230bc1ccf5,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
369e48a056768d14dae15556fe32acb0,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Leuconostocaceae, g__Weissella, s__viridescens
38d635fc3319c7cfc6248cd67bca828b,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Commensalibacter, s__intestini
652c5185472d2c70a69985e2e923f50b,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Phascolarctobacterium, s__
d061e7742a049f10e55dd855028decff,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__brevis
161347294c1f07ac855584fa36f5877d,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales,NA,NA,NA
15fefbcbee4ac3f0aafb8dadb74ecbce,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
78a865b1d71d7a7095dbfad14b503a51,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter, s__
ce3921498eafb800197b68d06399a06b,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__
5a1c47041a1a0e72f25fd13f0d1d11a3,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__5-7N15, s__
bf8a450dcda11817c979f1932f13ff8c,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__flavefaciens
3c8aeadd4a5699bdba71841665f034c7,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__, g__, s__
55b17685dc8eb3e3cf25c2dc69466eff,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Holosporaceae, g__, s__
b4d11fdac4ed226db20c54512659d3dc,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae], g__Wautersiella, s__
b77fb99d2946da3e3e337847ff6e1d40,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__, g__, s__
80ee53851a39ff43f23fd5323e2a0f3a,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Dyella,NA
37dbae04259e700afc56e66907f58055,k__Bacteria, p__Verrucomicrobia, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Verrucomicrobiaceae, g__Akkermansia, s__muciniphila
ee17e057c8f1a112e08ad88ed8e72a89,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__
33f6fbcef3c4477946cf83ae7fbbb43d,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Dysgonomonas, s__
5d63494f098bef3f7e246e83a21fb987,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
e81aeeb23a62d972feb0834556d8d2a6,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
1074217d18884761d8403fb82455a5ab,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconacetobacter, s__intermedius
a5d40e82c9f32ef5d5b3bd96cfb38af5,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
3f80cde9c167c15ba903e02ac5718514,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae,NA,NA
864d6a625b681cc43889bfb70b84f8b2,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__5-7N15, s__
fe2f7612aa3a3ce141fceb243675de7b,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
2b0a135719158f70590f542722a1b68c,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
92fee8ee8ba1123d656c08d29f7f6cef,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter, s__
6e9d156432a51d2dcc3f910c28054c7f,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Dysgonomonas, s__
4592dbe627b840f6251090c51f525988,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardiaceae, g__Rhodococcus, s__
763f4e604336fb88f19417cf83f8d4b5,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Dysgonomonas, s__
a27ba8113a86da946c00f8ea4c008fe6,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae, g__Rhizobium, s__
9cb69407b4713d17884728393d3f7714,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
cdb0d24ebd75c40274ba619be50639fc,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__
e6d6c91e9765d5bb6be0ce0727b2b7b6,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Lactococcus, s__
5e734b963a9a9ab080a10e0408582ff1,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
fce9c62b39a3be7c714172a89f984b48,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,NA,NA
2e2c24deda1353ea6c5394651f2bda3b,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,NA,NA
bc2a27cb59c6d425ed4af1bc24c87d79,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__, s__
4fa07c96255dbf9270c225454b989a64,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
00777b29b8bcb402e0bd1e8cec228554,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
c2f6be5952d4fc55eaa7757f372ff019,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__
d77a64f9bea42690664334a9e9e6e146,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
ab53f1bc11cb90fdf521e1d9bf8db84c,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
b06a42e889f8cf6dc33102fa3be624db,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae,NA,NA
5e0015296ca42428121da84fa6a4d101,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae, g__Wolbachia, s__
3c5a3b0043494b2d6800d26cfae7fb5b,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__5-7N15, s__
88e9236c4b36742fa825d3a4dea171ea,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
c1b865b4f11d38513c615797d8e06a95,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae, g__Wolbachia, s__
8414e2f4618b7299f856692d67edcb6d,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,NA,NA
ca67225153ac71233cb81d927bf55525,k__Bacteria, p__Bacteroidetes,NA,NA,NA,NA,NA
3e0b36df5d37b5578e99737b5e3f5f84,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Xylella, s__
a1c049b544bc7870b543afca02d9dc8e,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__brevis
384ce718bee0e8bb699fc282eee6861e,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__, s__
6c734bce995f78edf211350f5072f778,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__, g__, s__
e16634e1434d86c7665553e0175132ef,k__Bacteria, p__Cyanobacteria, c__Chloroplast, o__Streptophyta, f__, g__, s__
8cc1bf9f3a632c9cc2010712a2e376da,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae,NA,NA
31fb0057a972f1bfe31f86a58ad1219d,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__ruminis
5b2adb2a72c48bc34e3e7513d52c9fe6,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Dorea, s__
78e15b0197ad9bbd57f531db66d644c4,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Leuconostocaceae, g__Leuconostoc, s__
8b32367ddebf3a9ecb9c9b289558a587,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae, g__Wolbachia, s__
b2f0cdd1a5352ee2e6ae676d392ddd59,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardiaceae, g__Rhodococcus, s__fascians
cf86408cb6be3c78ebd97ebe52edfeb3,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter, s__
4ce2f4355d7d35a4679fc32162680651,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__
51d704458feb819ec891c3f0e58eec43,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae,NA,NA
2718d0dc2b49c89f1560f5672985eaba,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae, g__Wolbachia, s__
0eb9f96bd036ec15799bf10d9080a911,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__
e0fad50ae6b6001799e196d42f87a206,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Leuconostocaceae, g__Leuconostoc, s__
c45fdb8748f11a69d235935bcf02e708,k__Archaea, p__Euryarchaeota, c__Methanobacteria, o__Methanobacteriales, f__Methanobacteriaceae, g__Methanosphaera, s__
7b7734216fe191c3605d62b0fe2bac27,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
4c19318ef24d29f8f4454830960d60c3,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
dd11ccf2a79cdd15d1e8d91d11bcd23b,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__, s__
473569e32f6dbed5c7493a103e51f3d0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Phascolarctobacterium, s__
49042bc6fee6bd93c593a112ad0f5740,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
63d0910e119ae50a3828ac4729c6c0a2,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__
783ceee468e4f4875a0a2c784980f3d1,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Dysgonomonas, s__
d25ba0d077e562749bb11ad4c239bdea,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Dorea, s__
dd10fa81fb427592d165565b7e9adb87,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus, s__
51b3fce5b8f4933d94da61aae185cc17,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconacetobacter, s__intermedius
0a575e1c79cc624daa9fc39892490445,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Dorea, s__
fe2766a1fb6d598bbc0f0ca765d09ba2,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__
aa420c4ab8c5d8bb7a51740fa0073fb6,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,NA,NA
9f200557de1c3bcf4089cd6761e915cd,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Holosporaceae, g__, s__
8ef221c491fb28c572bf64426cfa8e8a,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Roseburia, s__
649344e088dd9e6868d4b4eeaabb6f04,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
dd0f52680a969746fd9ee49cd19c3d75,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae, g__Wolbachia, s__
9406dd60bf6eb9a64cb4b8a9cc994ae7,k__Archaea, p__Euryarchaeota, c__Methanobacteria, o__Methanobacteriales, f__Methanobacteriaceae, g__Methanobrevibacter, s__
aa6b20ca54a3e7761a0f8115ec1775e6,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Caulobacteraceae,NA,NA
acd09df4e345493d2dcbb02dc318428d,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
43e6f54e54e6676d209fb2c0941b9acc,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae, g__Wolbachia, s__
af35f71c9aa7dc7a70c51b6bb5aed65c,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__
e50f3e21505a70c8db8e82c328a05a06,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,NA,NA
074eced3294f2f6238c36ab66c6f51cc,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
8a46eecb8b36048b9b013d55097e12da,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Mycobacteriaceae, g__Mycobacterium, s__celatum
c1793c13504eed311ef49bc0634c8917,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Erwinia, s__chrysanthemi
ea7908089b9baba1663e544a4df3449c,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales,NA,NA,NA
c6a92ba494a7796724ec5adea31de6d1,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae, g__Curtobacterium, s__
c4d9df653b6436b87df6a0ea8897d1d0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
0d33203bb1947e09a9d238d59412bb4f,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales,NA,NA,NA
786c284f9668da25a504ad80dd4de5c7,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,NA,NA
5e830064cff492857877521f66c96657,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__guillouiae
71c65f321e88845d05a1028185240302,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__
a0f6749711cd891a0121bd1f98f712c7,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
15b0c82bfb234bb00192f7eae65cb37b,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,NA,NA
76290ba765097457f8349615390eaea0,k__Bacteria, p__Verrucomicrobia, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Verrucomicrobiaceae, g__Akkermansia, s__
886d5e557ea6e20481a3f8c07cd923c7,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__brevis
60c6f9628a1f387ff4fa2c07191dd7e6,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
a3910877c5d987ecbae8c1a4e4a9c863,k__Bacteria, p__Tenericutes, c__Mollicutes, o__RF39, f__, g__, s__
381fd402f12250f299fa0a686caa18f3,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,NA,NA
369c359f3b34525b3f54a7ef730907d9,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__flavefaciens
